mcrTags,count
"[analysis,annotations,apache,api,appengine,assertion,authentication,avro,base64,binding,bridge,cache,cli,client,cloud,codec,codehaus,command-line,commons,computing,connector,csv,database,date,defect,driver,eclipse,encoding,encryption,engine,export,extension,framework,github,google,grpc,http,io,javax,jdbc,json,junit,jwt,library,logging,matching,messaging,metadata,mock,mocking,mysql,network,parser,platform,plugin,pool,pooling,postgresql,protocol,proxy,quality,redis,rpc,runner,sdk,security,serialization,service,servlet,slf4j,specs,spring,sql,standard,starter,stats,storage,streaming,tabular,tcp,testing,time,tracing,web]",1
"[actor,ai,akka,analytics,apache,api,base64,binding,cli,codec,collections,column,command-line,commons,compiler,compression,concurrency,console,date,distributed,encoding,evaluation,expression,google,hadoop,json,language,machine-learning,mock,mocking,model,module,parquet,parser,processing,reflection,runtime,schema,serialization,stream,streaming,structures,terminal,testing,testng,time,twitter,typesafe,xml]",1
"[apache,client,code,codegen,commons,computing,config,distributed,file-system,generator,hadoop,junit,language,logging,python,runtime,serialization,spark,storage,testing,typesafe]",1
"[ai,annotations,apache,binding,codehaus,computing,connector,database,distributed,driver,elastic,elasticsearch,engine,excel,graph,javax,jdbc,json,junit,jvm,language,library,logging,machine-learning,mail,mapping,matching,metadata,mock,mocking,mysql,nosql,scala,search,spark,specs,spreadsheet,sql,standard,template,testing]",1
"[amazon,api,authentication,aws,bridge,bundle,client,cloud,code,codegen,config,database,dependency-injection,eclipse,extension,framework,generator,github,google,http,io,javax,jetty,json,junit,jvm,jwt,kotlin,lambda,language,logging,matching,messaging,metrics,mock,mocking,model,netty,network,proxy,reactive,redis,s3,sdk,security,server,servlet,slf4j,socket,specs,spring,standard,starter,storage,testing,web,webapp,webserver,websocket,yaml]",1
"[api,google,json,junit,logging,matching,slf4j,testing]",1
"[analysis,angular,annotations,apache,api,base64,beans,binding,bridge,bytecode,client,codec,codehaus,collections,commons,config,container,crud,database,date,defect,dependency-injection,diff,dispatcher,driver,embedded,encoding,excel,expression,framework,github,google,groovy,hibernate,html,http,ide,io,javax,jaxrs,jboss,jdbc,json,jsp,jvm,language,launcher,logging,mail,mapping,metadata,microservices,migration,model,module,mysql,native,parser,patch,persistence,pooling,postgresql,provider,reactive,reflection,relational,rest,runtime,scheduling,security,server,service,servlet,slf4j,specs,spreadsheet,spring,sql,standard,structures,support,swagger,testing,testng,time,tomcat,ui,upload,validation,vfs,web,webserver,webservice,xml]",1
"[analysis,annotations,apache,api,automation,base64,binding,bridge,browser,build,build-system,builder,cli,client,codec,codehaus,commons,config,connector,console,cryptography,defect,dependency-injection,docker,driver,eclipse,encoding,ftp,github,google,groovy,htmlunit,http,interface,io,javax,jenkins,json,junit,jvm,language,library,logging,mail,matching,maven,metadata,mock,mocking,network,parser,plugin,process,provider,proxy,random,remote,repository,selenium,slf4j,specs,ssh,standard,support,testing,transport,web]",1
"[analysis,annotations,api,binding,database,defect,embedded,google,io,javax,junit,metadata,netty,network,postgresql,socket,specs,standard,testing,xml]",1
"[analysis,annotations,apache,api,base64,benchmark,binary,binding,bridge,bundle,cache,client,codec,commons,compatibility,compression,container,defect,dependency-injection,distribution,eclipse,encoding,esb,framework,generator,github,google,http,io,javax,json,junit,logging,matching,metadata,mock,mocking,model,osgi,parser,performance,rdf,semantic,slf4j,specs,standard,testing,tools]",1
"[annotations,apache,api,assets,authentication,barcode,binding,bootstrap,build,build-system,cache,client,code,codegen,config,connector,database,driver,embedded,encoder,encryption,engine,extension,generator,google,io,javax,jdbc,jquery,json,junit,kotlin,language,logging,maven,metadata,mock,mocking,mysql,oauth,persistence,plugin,pool,redis,resource,runtime,sdk,security,server,specs,spring,sql,standard,starter,swagger,testing,transaction,upload,validation,web,xml]",1
"[admin,annotations,api,authentication,binding,cloud,connector,database,doc,google,io,json,logging,metadata,module,oauth,postgresql,protocol,security,serialization,spring,starter,yaml]",1
"[cli,io,junit,parser,testing]",1
"[apache,api,client,commons,concurrency,connector,database,disruptor,driver,excel,framework,github,http,json,logging,messaging,mysql,persistence,spreadsheet,spring,starter,web,websocket]",1
"[annotations,apache,api,build,build-system,classpath,codehaus,commons,compatibility,compiler,doc,groovy,io,java,jpa,junit,jvm,language,logging,manager,maven,metadata,mock,mocking,model,parser,persistence,plugin,resource,servlet,specs,testing,tools,xml]",1
"[apache,api,barcode,base64,bootstrap,code,codec,codegen,collections,commons,config,connector,database,driver,encoding,generator,github,google,io,json,logging,mapping,matching,mysql,persistence,sdk,spring,starter,structures,swagger,testing,ui]",1
"[annotations,apache,api,appengine,assets,asynchronous,authentication,beans,binding,bootstrap,bridge,bundle,bytecode,cache,captcha,cassandra,chart,client,clojure,codehaus,collections,commons,compiler,config,dashboard,database,date,dependency-injection,driver,eclipse,ejb,embedded,engine,esb,event,example,excel,expression,extension,facebook,framework,github,google,graph,groovy,hazelcast,hibernate,hsql,html,io,javaee,javascript,javax,jdbc,jetty,jmx,jpa,jquery,json,jsp,junit,jvm,language,library,logging,management,mapping,matching,math,memory,metrics,mock,mocking,monitoring,off-heap,orm,osgi,performance,persistence,pool,portlet,protocol,proxy,python,redis,reflection,relational,rest,runtime,scala,sdk,security,serialization,server,service,servlet,slf4j,specs,spreadsheet,spring,sql,standard,structures,stub,testing,testng,time,tools,transaction,tree,twitter,ui,validation,visualization,web,webapp,webserver,webservice,wicket,xml]",1
"[apache,assertion,client,deep-learning,io,junit,kafka,machine-learning,matching,native,platform,quality,registry,schema,streaming,tensorflow,testing]",1
"[aop,apache,api,aspect,beans,bytecode,client,dependency-injection,exception,framework,google,http,javax,jsp,junit,library,logging,matching,mock,mocking,mvc,servlet,slf4j,specs,spring,standard,testing,web]",1
"[api,base64,codec,encoding,junit,logging,slf4j,testing,testng]",1
"[framework,github,google,io,linux,native,netty,network,socket,unix,x86]",1
"[annotations,apache,api,assertion,authentication,binding,bridge,cli,client,code,codegen,commons,connection,connector,database,dependency-injection,distributed,driver,encryption,extension,generator,google,hashing,hibernate,http,io,javax,jdbc,json,junit,logging,metadata,migration,mock,mocking,model,module,mustache,mysql,parser,persistence,quality,runtime,service,slf4j,specs,standard,testing,tracing,url,validation,view,xml]",1
"[admin,apache,api,authentication,binding,client,cloud,code,codegen,commons,connector,data,database,driver,framework,gateway,generator,io,javax,jdbc,json,junit,jwt,mapping,migration,mock,mocking,mvc,mysql,oauth,persistence,pooling,redis,relational,security,server,servlet,specs,spring,standard,starter,swagger,testing,ui,upload,web]",1
"[aop,apache,api,aspect,assertion,assets,binding,bootstrap,cache,engine,framework,hibernate,javax,jdbc,jpa,jquery,json,jsp,junit,logging,matching,mock,mocking,mvc,persistence,pool,quality,runtime,server,servlet,slf4j,specs,spring,sql,standard,support,taglib,testing,tomcat,ui,validation,web,webserver,xml]",1
"[analysis,annotations,apache,api,azure,base64,binding,cli,client,code,codec,codegen,command-line,commons,defect,eclipse,encoding,encryption,extension,generator,github,google,http,identity,io,javax,json,junit,logging,matching,metadata,mock,mocking,parser,plugin,proxy,reactive,rest,routing,runtime,slf4j,specs,standard,storage,swagger,testing,vertx,xml]",1
"[ant,api,binding,build,build-system,cli,compiler,javax,json,junit,logging,maven,parser,plugin,runtime,schema,slf4j,specs,standard,testing,tools,xml]",1
"[filtering,google,io,json,server,service]",1
"[annotations,apache,api,binding,bridge,bytecode,cassandra,cli,client,clojure,cloud,command-line,commons,compression,coordination,database,date,distributed,driver,elastic,elasticsearch,expression,framework,github,google,hibernate,http,io,javax,json,junit,language,library,logging,management,matching,message,metadata,metrics,mime,mock,mocking,module,monitoring,netty,network,parser,performance,persistence,protocol,provider,queue,search,serialization,slf4j,socket,specs,standard,testing,thrift,time,validation,web,zeromq]",1
"[aop,apache,aspect,bytecode,client,collections,commons,communication,date,distributed,google,http,json,persistence,remoting,spring,starter,structures,time]",1
"[amazon,apache,api,aws,cli,client,cloud,codehaus,command-line,computing,concurrency,consul,coordination,distributed,embedded,full-text,google,index,indexing,io,javax,jetty,json,lucene,management,mapping,metrics,mock,mocking,monitoring,parser,performance,sdk,server,servlet,specs,standard,testing,testng,web,webserver,webservice,zookeeper]",1
"[apache,commons,compression,connector,database,driver,embedded,http,io,jdbc,jvm,language,library,logging,mysql,pool,process,proxy,scala,spring,sql]",1
"[apache,api,assertion,bson,camel,client,data,database,dependency-injection,driver,embedded,framework,github,google,hibernate,htmlunit,http,integration,jdbc,jpa,junit,layout,logging,mapping,mock,mocking,mongodb,mvc,nosql,persistence,pool,pooling,quality,relational,rules,slf4j,spring,sql,starter,streaming,swing,system,testing,ui,web]",1
"[analysis,analyzer,apache,api,assertion,bridge,cli,client,codec,compression,database,date,dependency-injection,driver,elastic,elasticsearch,encryption,extension,full-text,github,google,index,indexing,jdbc,junit,language,library,logging,lucene,mail,migration,mock,mocking,module,netty,network,parser,plugin,pool,postgresql,quality,redis,rest,search,server,slf4j,smtp,socket,sql,sqlite,testing,time,transport,validation,xml,yaml]",1
"[annotations,apache,api,beans,build,build-system,classpath,codehaus,commons,config,css,eclipse,engine,expression,file-system,google,html,junit,maven,metadata,model,osgi,parser,platform,plugin,reflection,registry,resource,runtime,styles,testing,text,tools,xml]",1
"[apache,api,client,connector,dependency-injection,engine,github,jaxrs,json,junit,matching,mock,mocking,provider,rest,rules,servlet,system,testing,webservice]",1
"[agent,analysis,annotations,apache,api,beans,benchmark,binding,bridge,broadcast,bytecode,cache,cli,client,command-line,commons,communication,compression,config,consul,defect,dependency-injection,distributed,etcd,expression,extension,framework,generator,github,google,grpc,hazelcast,hibernate,http,io,javax,jaxrs,jboss,json,junit,language,logging,memory,metadata,netty,network,off-heap,parser,performance,persistence,platform,protocol,proxy,reflection,registry,remoting,rest,rpc,runner,runtime,serialization,slf4j,socket,specs,spring,standard,telnet,testing,tracing,transaction,transport,validation,webservice]",1
